image,object_id,layer,index,ring_y,ring_x,ring_inten,contact_inten,overlap
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,21,101,895,1904,61,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,22,101,894,1999,83,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,23,101,893,2152,100,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,24,101,892,2386,118,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,25,102,892,1882,82,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,26,102,891,2122,95,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,27,103,891,1987,82,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,28,103,890,2051,112,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,29,104,890,2095,139,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,30,105,890,1938,136,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,31,106,890,1985,161,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,32,107,890,1958,131,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,33,108,890,2093,127,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,34,108,891,1924,116,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,35,109,891,2140,149,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,36,110,891,2315,183,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,37,110,892,2218,172,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,38,111,892,2387,230,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,39,111,893,2196,228,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,40,112,893,2617,270,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,7,1,41,112,894,2551,267,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,0,431,597,4251,145,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,1,431,598,4963,154,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,2,430,598,3567,153,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,3,430,599,4348,96,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,4,430,600,4898,112,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,5,429,600,4580,125,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,6,428,600,4012,105,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,7,428,601,5018,139,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,8,427,601,4576,142,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,9,426,601,4075,140,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,10,425,601,3951,135,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,11,424,601,3583,132,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,12,424,602,4391,81,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,13,423,602,4044,157,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,14,422,602,4329,102,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,15,422,601,3655,114,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,16,422,600,3181,99,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,17,421,600,3424,77,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,18,421,599,3433,110,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,19,420,599,3758,111,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,20,420,598,3323,109,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,21,420,597,3378,115,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,22,420,596,3434,85,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,23,420,595,3763,95,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,24,420,594,4210,137,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,25,421,594,3216,111,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,26,421,593,3608,126,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,27,421,592,4623,129,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,28,422,592,3786,98,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,29,423,592,3371,128,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,30,424,592,3143,138,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,31,425,592,2932,95,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,32,426,592,3189,114,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,33,427,592,3321,144,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,34,428,592,3757,131,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,35,428,593,3294,110,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,36,429,593,3640,145,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,37,429,594,3585,115,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,38,430,594,3768,110,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,39,430,595,3284,103,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,40,431,595,3871,124,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,83,1,41,431,596,3867,103,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,0,433,608,3792,87,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,1,433,609,4195,130,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,2,433,610,4319,145,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,3,432,610,4339,113,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,4,432,611,4956,148,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,5,431,611,4682,145,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,6,430,611,4454,92,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,7,430,612,5370,156,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,8,429,612,4744,103,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,9,428,612,4624,143,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,10,427,612,4546,144,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,11,427,611,3648,136,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,12,426,611,3495,99,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,13,426,610,3347,86,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,14,426,609,3187,83,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,15,426,608,3282,109,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,16,426,607,3446,124,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,17,426,606,3794,90,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,18,426,605,4296,156,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,19,427,605,4236,148,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,20,427,604,5448,184,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,21,428,604,5032,174,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,22,429,604,4610,127,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,23,430,604,4336,149,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,24,431,604,4086,110,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,25,432,604,3827,134,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,26,432,605,3820,100,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,27,432,606,3798,92,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,28,433,606,3786,104,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,92,1,29,433,607,3473,115,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,0,439,620,3326,136,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,1,439,621,3331,106,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,2,439,622,3433,105,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,3,439,623,3821,125,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,4,438,623,3041,80,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,5,437,623,2824,83,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,6,437,624,3360,80,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,7,436,624,2838,85,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,8,436,625,3621,82,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,9,435,625,3442,89,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,10,434,625,3777,95,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,11,433,625,3821,96,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,12,432,625,4047,97,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,13,431,625,4053,90,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,14,430,625,4075,129,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,15,429,625,4823,98,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,16,429,624,4279,103,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,17,428,624,5139,188,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,18,428,623,5217,154,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,19,428,622,4605,165,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,20,427,622,6471,223,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,21,427,621,5765,185,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,22,427,620,5427,152,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,23,427,619,5158,177,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,24,428,619,4046,120,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,25,428,618,4260,146,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,26,428,617,4595,204,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,27,428,616,5881,170,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,28,429,616,5098,137,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,29,430,616,4395,123,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,30,431,616,3965,137,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,31,431,615,5451,135,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,32,432,615,4999,128,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,33,433,615,4324,165,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,34,434,615,4081,121,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,35,435,615,3736,177,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,36,436,615,3784,125,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,37,436,616,3293,67,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,38,436,617,3023,80,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,39,437,617,2974,90,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,40,437,618,2520,81,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,41,438,618,2979,108,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,42,438,619,2812,111,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,93,1,43,439,619,3209,116,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,0,440,637,1447,70,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,1,440,638,1388,75,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,2,440,639,1403,46,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,3,439,639,1098,54,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,4,439,640,1445,49,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,5,439,641,1639,75,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,6,438,641,1649,92,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,7,437,641,1890,64,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,8,436,641,2032,65,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,9,435,641,2135,106,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,10,434,641,2565,102,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,11,433,641,2590,97,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,12,433,640,1956,121,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,13,433,639,1564,68,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,14,434,639,1471,77,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,15,434,638,1097,69,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,16,434,637,1106,92,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,17,434,636,1415,93,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,18,434,635,1450,104,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,19,434,634,2078,79,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,20,435,634,1672,83,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,21,435,633,2284,92,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,22,436,633,1983,56,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,23,437,633,1818,64,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,24,438,633,1814,77,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,25,438,634,1337,70,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,26,439,634,1400,54,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,27,439,635,1271,57,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,28,440,635,1525,55,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,98,1,29,440,636,1264,74,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,0,447,832,2341,133,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,1,447,833,2331,136,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,2,447,834,2291,131,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,3,446,834,1901,122,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,4,446,835,2023,177,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,5,445,835,1665,136,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,6,445,836,2083,144,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,7,444,836,1808,130,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,8,443,836,1786,95,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,9,442,836,1922,99,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,10,441,836,1895,51,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,11,440,836,2031,89,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,12,440,835,1713,67,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,13,440,834,1383,42,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,14,439,834,1551,74,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,15,439,833,1285,70,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,16,439,832,1312,79,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,17,439,831,1355,114,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,18,439,830,1372,109,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,19,440,830,1185,104,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,20,440,829,1608,110,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,21,441,829,1318,119,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,22,441,828,1390,105,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,23,442,828,1269,107,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,24,443,828,1395,114,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,25,444,828,1462,73,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,26,445,828,1687,148,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,27,445,829,1645,107,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,28,446,829,1914,115,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,29,446,830,2012,111,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,30,447,830,2711,102,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,104,1,31,447,831,2482,93,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,0,454,806,2169,142,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,1,454,807,1966,105,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,2,454,808,2251,119,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,3,453,808,1748,80,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,4,453,809,2108,112,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,5,453,810,2150,91,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,6,453,811,2176,111,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,7,452,811,2018,127,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,8,451,811,1885,119,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,9,450,811,1891,98,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,10,449,811,1809,79,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,11,448,811,1810,113,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,12,447,811,1835,113,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,13,446,811,1989,105,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,14,446,810,1763,128,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,15,445,810,1970,156,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,16,445,809,1801,115,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,17,444,809,2162,140,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,18,444,808,2036,149,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,19,444,807,2060,125,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,20,444,806,1958,146,false
ER-LD 300uM OA+3 DOM 60x confocal Z003.nd2 - Z=3 C=0_104_10006,105,1,21,444,805,2097,185,false
